ts,phase,nvme_rd_mb_s,nvme_wr_mb_s,nvme_active_pct,cte_file_tier_gb,devshm_used_gb,clio_rss_gb,mem_avail_gb,nfs_rd_mb_s
1784045018,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.233,0.00
1784045024,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.221,0.00
1784045029,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.221,0.00
1784045034,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.222,0.00
1784045039,ingest,0.00,45.80,4.7,0.000,0.009,0.000,39.220,0.00
1784045045,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.220,0.00
1784045050,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.224,0.00
1784045055,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.225,0.00
1784045060,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.223,0.00
1784045065,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.266,0.00
1784045070,ingest,0.00,63.81,6.6,0.000,0.009,0.000,39.252,0.00
1784045075,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.250,0.00
1784045080,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.238,0.00
1784045086,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045091,ingest,0.00,0.00,1.6,0.000,0.009,0.000,39.243,0.00
1784045096,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784045101,ingest,0.00,41.61,5.3,0.000,0.009,0.000,39.232,0.00
1784045106,ingest,0.00,23.86,1.8,0.000,0.009,0.000,39.231,0.00
1784045111,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.229,0.00
1784045116,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.228,0.00
1784045121,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.231,0.00
1784045126,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.265,0.00
1784045132,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.251,0.00
1784045137,ingest,0.00,70.51,7.0,0.000,0.009,0.000,39.246,0.00
1784045142,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.239,0.00
1784045147,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045152,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.235,0.00
1784045157,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.234,0.00
1784045162,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045168,ingest,0.00,66.59,6.2,0.000,0.009,0.000,39.229,0.00
1784045173,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.231,0.00
1784045178,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.230,0.00
1784045183,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.232,0.00
1784045188,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.229,0.00
1784045193,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.232,0.00
1784045198,ingest,0.00,72.77,7.5,0.000,0.009,0.000,39.228,0.00
1784045203,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.225,0.00
1784045208,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.256,0.00
1784045214,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.255,0.00
1784045219,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.254,0.00
1784045224,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784045229,ingest,0.00,71.93,6.9,0.000,0.009,0.000,39.240,0.00
1784045234,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.243,0.00
1784045239,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.238,0.00
1784045244,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.236,0.00
1784045249,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.225,0.00
1784045254,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784045259,ingest,0.00,71.69,7.3,0.000,0.009,0.000,39.234,0.00
1784045265,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784045270,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045275,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.234,0.00
1784045280,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.228,0.00
1784045285,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.230,0.00
1784045290,ingest,0.00,68.79,6.8,0.000,0.009,0.000,39.244,0.00
1784045295,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.250,0.00
1784045300,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.255,0.00
1784045306,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.256,0.00
1784045311,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.255,0.00
1784045316,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.250,0.00
1784045321,ingest,0.00,72.27,7.7,0.000,0.009,0.000,39.236,0.00
1784045326,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.238,0.00
1784045331,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045336,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.233,0.00
1784045341,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.232,0.00
1784045346,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.233,0.00
1784045352,ingest,0.00,72.15,6.9,0.000,0.009,0.000,39.232,0.00
1784045357,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.228,0.00
1784045362,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.228,0.00
1784045367,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.227,0.00
1784045372,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.223,0.00
1784045377,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.210,0.00
1784045382,ingest,0.00,22.25,2.9,0.000,0.009,0.000,39.209,0.00
1784045387,ingest,0.00,45.84,4.3,0.000,0.009,0.000,39.211,0.00
1784045392,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.203,0.00
1784045398,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.188,0.00
1784045403,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.187,0.00
1784045408,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.194,0.00
1784045413,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.187,0.00
1784045418,ingest,0.00,72.23,7.0,0.000,0.009,0.000,39.193,0.00
1784045423,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.185,0.00
1784045428,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.218,0.00
1784045433,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.214,0.00
1784045438,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.212,0.00
1784045443,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.212,0.00
1784045449,ingest,0.00,74.41,8.1,0.000,0.009,0.000,39.210,0.00
1784045454,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.213,0.00
1784045459,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.213,0.00
1784045464,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.211,0.00
1784045469,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.210,0.00
1784045474,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.211,0.00
1784045479,ingest,0.00,71.45,6.9,0.000,0.009,0.000,39.208,0.00
1784045484,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.206,0.00
1784045490,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.209,0.00
1784045495,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.209,0.00
1784045500,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.215,0.00
1784045505,ingest,0.00,53.25,6.0,0.000,0.009,0.000,39.213,0.00
1784045510,ingest,0.00,24.44,3.1,0.000,0.009,0.000,39.216,0.00
1784045515,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.210,0.00
1784045520,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.214,0.00
1784045525,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.215,0.00
1784045530,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.212,0.00
1784045536,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.213,0.00
1784045541,ingest,0.00,69.72,6.7,0.000,0.009,0.000,39.211,0.00
1784045546,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.196,0.00
