timestamp,volume,backend,pass,nq,k,nprobe,threads,elapsed_s,qps,majflt,majflt_per_q,read_bytes,notes
1783979988,ondisk_nb100M,chimod,cold,500,10,256,8,56.0907,8.9,0,0.000,0,mode=1;inflight=1
1783980052,ondisk_nb100M,chimod,warm0,500,10,256,8,64.0757,7.8,0,0.000,0,mode=1;inflight=1
1783980115,ondisk_nb100M,chimod,warm1,500,10,256,8,63.1304,7.9,0,0.000,0,mode=1;inflight=1
