ts,phase,nvme_rd_mb_s,nvme_wr_mb_s,nvme_active_pct,cte_file_tier_gb,devshm_used_gb,clio_rss_gb,mem_avail_gb,nfs_rd_mb_s
1784046341,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.309,0.00
1784046346,ingest,0.02,78.02,11.8,0.000,0.009,0.000,39.313,0.00
1784046351,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.343,0.00
1784046356,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.340,0.00
1784046361,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.331,0.00
1784046367,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.320,0.00
1784046372,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.319,0.00
1784046377,ingest,0.02,77.37,10.7,0.000,0.009,0.000,39.314,0.00
1784046382,ingest,0.02,0.00,3.0,0.000,0.009,0.000,39.304,0.00
1784046387,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.311,0.00
1784046392,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.310,0.00
1784046397,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.305,0.00
1784046402,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.300,0.00
1784046407,ingest,0.01,77.11,11.3,0.000,0.009,0.000,39.301,0.00
1784046413,ingest,0.01,0.00,2.9,0.000,0.009,0.000,39.334,0.00
1784046418,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.330,0.00
1784046423,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.336,0.00
1784046428,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.336,0.00
1784046433,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.342,0.00
1784046438,ingest,0.02,48.08,8.1,0.000,0.009,0.000,39.334,0.00
1784046443,ingest,0.02,29.96,10.5,0.000,0.009,0.000,39.329,0.00
1784046448,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.331,0.00
1784046454,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.332,0.00
1784046459,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.329,0.00
1784046464,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.358,0.00
1784046469,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.355,0.00
1784046474,ingest,0.02,72.63,9.7,0.000,0.009,0.000,39.358,0.00
1784046479,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.355,0.00
1784046485,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.338,0.00
1784046490,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.340,0.00
1784046495,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.344,0.00
1784046500,ingest,0.02,0.00,3.8,0.000,0.009,0.000,39.344,0.00
1784046505,ingest,0.02,74.43,9.9,0.000,0.009,0.000,39.340,0.00
1784046510,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.344,0.00
1784046515,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.340,0.00
1784046520,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.341,0.00
1784046525,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.339,0.00
1784046530,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.318,0.00
1784046536,ingest,0.02,75.96,11.3,0.000,0.009,0.000,39.319,0.00
1784046541,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.322,0.00
1784046546,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.323,0.00
1784046551,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.320,0.00
1784046556,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.327,0.00
1784046561,ingest,0.02,0.00,3.2,0.000,0.009,0.000,39.312,0.00
1784046566,ingest,0.01,74.90,9.8,0.000,0.009,0.000,39.311,0.00
1784046571,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.312,0.00
1784046577,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.334,0.00
1784046582,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.303,0.00
1784046587,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.311,0.00
1784046592,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.300,0.00
1784046597,ingest,0.02,75.31,11.6,0.000,0.009,0.000,39.302,0.00
1784046602,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.309,0.00
1784046608,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.311,0.00
1784046613,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.309,0.00
1784046618,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.309,0.00
1784046623,ingest,0.02,0.00,3.2,0.000,0.009,0.000,39.304,0.00
1784046628,ingest,0.02,75.18,11.1,0.000,0.009,0.000,39.338,0.00
1784046633,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.333,0.00
1784046638,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.332,0.00
1784046643,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.324,0.00
1784046648,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.304,0.00
1784046653,ingest,0.01,0.00,2.8,0.000,0.009,0.000,39.297,0.00
1784046659,ingest,0.02,73.08,9.9,0.000,0.009,0.000,39.301,0.00
1784046664,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.303,0.00
1784046669,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.306,0.00
1784046674,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.299,0.00
1784046679,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.297,0.00
1784046684,ingest,0.02,0.00,4.1,0.000,0.009,0.000,39.295,0.00
1784046689,ingest,0.01,69.38,10.1,0.000,0.009,0.000,39.351,0.00
1784046695,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.326,0.00
1784046700,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.328,0.00
1784046705,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.325,0.00
1784046710,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.323,0.00
1784046715,ingest,0.02,0.00,4.1,0.000,0.009,0.000,39.317,0.00
1784046720,ingest,0.02,50.45,8.4,0.000,0.009,0.000,39.317,0.00
1784046726,ingest,0.01,22.06,4.0,0.000,0.009,0.000,39.318,0.00
1784046731,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.355,0.00
1784046736,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.352,0.00
1784046741,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.347,0.00
1784046746,ingest,0.02,0.00,3.4,0.000,0.009,0.000,39.336,0.00
1784046751,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.342,0.00
1784046756,ingest,0.01,70.19,8.3,0.000,0.009,0.000,39.336,0.00
1784046761,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.335,0.00
1784046766,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.299,0.00
1784046772,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.298,0.00
1784046777,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.299,0.00
1784046782,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.325,0.00
1784046787,ingest,0.02,73.55,10.6,0.000,0.009,0.000,39.315,0.00
1784046792,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.293,0.00
1784046797,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.299,0.00
1784046802,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.298,0.00
1784046807,ingest,0.02,0.00,2.6,0.000,0.009,0.000,39.300,0.00
1784046813,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.294,0.00
1784046818,ingest,0.02,78.20,12.0,0.000,0.009,0.000,39.294,0.00
1784046823,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.293,0.00
1784046828,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.292,0.00
1784046833,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.294,0.00
1784046838,ingest,0.02,0.00,3.4,0.000,0.009,0.000,39.291,0.00
1784046844,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.294,0.00
1784046849,ingest,0.01,78.76,9.8,0.000,0.009,0.000,39.290,0.00
1784046854,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.292,0.00
1784046859,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.290,0.00
1784046864,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.284,0.00
1784046869,ingest,0.02,0.00,3.2,0.000,0.009,0.000,39.288,0.00
1784046874,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.290,0.00
1784046879,ingest,0.01,80.27,10.1,0.000,0.009,0.000,39.288,0.00
1784046884,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.283,0.00
1784046889,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.278,0.00
1784046895,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.280,0.00
1784046900,ingest,0.02,0.00,4.8,0.000,0.009,0.000,39.279,0.00
1784046905,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.278,0.00
1784046910,ingest,0.02,82.91,11.0,0.000,0.009,0.000,39.280,0.00
1784046915,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.284,0.00
1784046920,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.285,0.00
1784046925,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.280,0.00
1784046930,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.284,0.00
1784046936,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.290,0.00
1784046941,ingest,0.02,78.77,10.8,0.000,0.009,0.000,39.284,0.00
1784046946,ingest,0.02,0.00,2.4,0.000,0.009,0.000,39.287,0.00
1784046951,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.289,0.00
1784046956,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.288,0.00
1784046961,ingest,0.02,0.00,4.9,0.000,0.009,0.000,39.289,0.00
1784046966,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.288,0.00
1784046971,ingest,0.02,45.38,7.7,0.000,0.009,0.000,39.284,0.00
1784046977,ingest,0.02,31.87,5.5,0.000,0.009,0.000,39.286,0.00
1784046982,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.285,0.00
1784046987,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.288,0.00
1784046992,ingest,0.01,0.00,4.0,0.000,0.009,0.000,39.267,0.00
1784046997,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.271,0.00
1784047002,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.269,0.00
1784047007,ingest,0.01,77.64,9.6,0.000,0.009,0.000,39.273,0.00
1784047012,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.275,0.00
1784047017,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.271,0.00
1784047022,ingest,0.02,0.00,3.4,0.000,0.009,0.000,39.271,0.00
1784047028,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.274,0.00
1784047033,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.270,0.00
1784047038,ingest,0.02,78.39,10.4,0.000,0.009,0.000,39.270,0.00
1784047043,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.300,0.00
1784047048,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.300,0.00
1784047053,ingest,0.02,0.00,3.5,0.000,0.009,0.000,39.300,0.00
1784047058,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.304,0.00
1784047063,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.293,0.00
1784047068,ingest,0.01,72.75,10.2,0.000,0.009,0.000,39.297,0.00
1784047074,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.280,0.00
1784047079,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.257,0.00
1784047084,ingest,0.02,0.00,3.1,0.000,0.009,0.000,39.249,0.00
1784047089,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.253,0.00
1784047094,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.256,0.00
1784047099,ingest,0.01,73.18,11.0,0.000,0.009,0.000,39.256,0.00
1784047105,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.251,0.00
1784047110,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.255,0.00
1784047115,ingest,0.02,0.00,5.0,0.000,0.009,0.000,39.254,0.00
1784047120,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.257,0.00
1784047125,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.253,0.00
1784047130,ingest,0.01,71.73,9.0,0.000,0.009,0.000,39.252,0.00
1784047135,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.300,0.00
1784047140,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.269,0.00
1784047145,ingest,0.02,0.00,2.2,0.000,0.009,0.000,39.266,0.00
1784047151,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.268,0.00
1784047156,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.262,0.00
1784047161,ingest,0.01,73.35,10.7,0.000,0.009,0.000,39.263,0.00
1784047166,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.262,0.00
1784047171,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.263,0.00
1784047176,ingest,0.02,0.00,3.1,0.000,0.009,0.000,39.261,0.00
1784047181,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.263,0.00
1784047186,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.263,0.00
1784047191,ingest,0.02,72.07,9.3,0.000,0.009,0.000,39.261,0.00
1784047197,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.261,0.00
1784047202,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.305,0.00
1784047207,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.276,0.00
1784047212,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.278,0.00
1784047217,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.268,0.00
1784047222,ingest,0.02,75.33,10.4,0.000,0.009,0.000,39.261,0.00
1784047227,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.258,0.00
1784047233,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.264,0.00
1784047238,ingest,0.02,0.00,3.3,0.000,0.009,0.000,39.263,0.00
1784047243,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.263,0.00
1784047248,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.260,0.00
1784047253,ingest,0.02,4.99,2.3,0.000,0.009,0.000,39.256,0.00
1784047258,ingest,0.02,73.61,11.3,0.000,0.009,0.000,39.257,0.00
1784047263,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.265,0.00
1784047268,ingest,0.01,0.00,2.8,0.000,0.009,0.000,39.261,0.00
1784047274,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.259,0.00
1784047279,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.250,0.00
1784047284,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.243,0.00
1784047289,ingest,0.02,79.43,11.3,0.000,0.009,0.000,39.229,0.00
1784047294,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.233,0.00
1784047299,ingest,0.02,0.00,3.5,0.000,0.009,0.000,39.234,0.00
1784047304,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.232,0.00
1784047309,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.235,0.00
1784047314,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.237,0.00
1784047319,ingest,0.02,82.37,11.3,0.000,0.009,0.000,39.238,0.00
1784047325,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.243,0.00
1784047330,ingest,0.02,0.00,3.4,0.000,0.009,0.000,39.243,0.00
1784047335,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.236,0.00
1784047340,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.232,0.00
1784047345,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.232,0.00
1784047350,ingest,0.02,84.44,12.5,0.000,0.009,0.000,39.237,0.00
1784047355,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.236,0.00
1784047361,ingest,0.02,0.00,4.7,0.000,0.009,0.000,39.239,0.00
1784047366,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.275,0.00
1784047371,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.267,0.00
1784047376,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.258,0.00
1784047381,ingest,0.02,79.76,11.1,0.000,0.009,0.000,39.262,0.00
1784047386,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.258,0.00
1784047391,ingest,0.02,0.00,2.8,0.000,0.009,0.000,39.261,0.00
1784047396,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.261,0.00
1784047402,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.258,0.00
1784047407,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.251,0.00
1784047412,ingest,0.02,81.40,10.0,0.000,0.009,0.000,39.242,0.00
1784047417,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.243,0.00
1784047422,ingest,0.02,0.00,4.7,0.000,0.009,0.000,39.245,0.00
1784047427,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.240,0.00
1784047432,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.286,0.00
1784047437,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.261,0.00
1784047442,ingest,0.02,82.50,9.9,0.000,0.009,0.000,39.265,0.00
1784047447,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.265,0.00
1784047453,ingest,0.02,0.00,3.3,0.000,0.009,0.000,39.267,0.00
1784047458,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.270,0.00
1784047463,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.273,0.00
1784047468,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.274,0.00
1784047473,ingest,0.02,79.63,9.9,0.000,0.009,0.000,39.243,0.00
1784047478,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.242,0.00
1784047483,ingest,0.02,0.00,5.1,0.000,0.009,0.000,39.245,0.00
1784047488,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.247,0.00
1784047494,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.248,0.00
1784047499,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.245,0.00
1784047504,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.242,0.00
1784047509,ingest,0.02,81.51,11.5,0.000,0.009,0.000,39.245,0.00
1784047514,ingest,0.02,0.00,5.1,0.000,0.009,0.000,39.243,0.00
1784047519,ingest,0.02,0.00,2.3,0.000,0.009,0.000,39.237,0.00
1784047524,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.242,0.00
1784047529,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.240,0.00
1784047535,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.241,0.00
1784047540,ingest,0.01,80.34,11.6,0.000,0.009,0.000,39.229,0.00
1784047545,ingest,0.02,0.00,2.3,0.000,0.009,0.000,39.225,0.00
1784047550,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.232,0.00
1784047555,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.233,0.00
1784047560,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.224,0.00
1784047565,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.229,0.00
1784047570,ingest,0.02,80.06,11.7,0.000,0.009,0.000,39.224,0.00
1784047575,ingest,0.02,0.00,3.4,0.000,0.009,0.000,39.232,0.00
1784047580,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.234,0.00
1784047586,ingest,0.01,0.00,1.6,0.000,0.009,0.000,39.228,0.00
1784047591,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.234,0.00
1784047596,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.233,0.00
1784047601,ingest,0.02,80.35,10.4,0.000,0.009,0.000,39.233,0.00
1784047606,ingest,0.02,0.00,3.3,0.000,0.009,0.000,39.228,0.00
1784047611,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.272,0.00
1784047616,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.262,0.00
1784047621,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.257,0.00
1784047626,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.254,0.00
1784047631,ingest,0.02,84.95,10.6,0.000,0.009,0.000,39.247,0.00
1784047637,ingest,0.02,0.00,3.5,0.000,0.009,0.000,39.244,0.00
1784047642,ingest,0.01,0.00,1.7,0.000,0.009,0.000,39.236,0.00
1784047647,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.235,0.00
1784047652,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.238,0.00
1784047657,ingest,0.02,0.00,2.1,0.000,0.009,0.000,39.239,0.00
1784047662,ingest,0.02,80.59,11.2,0.000,0.009,0.000,39.292,0.00
1784047667,ingest,0.01,0.00,2.9,0.000,0.009,0.000,39.266,0.00
1784047672,ingest,0.02,0.00,1.5,0.000,0.009,0.000,39.253,0.00
1784047678,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.258,0.00
1784047683,ingest,0.02,0.00,2.0,0.000,0.009,0.000,39.247,0.00
1784047688,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.247,0.00
1784047693,ingest,0.02,78.71,11.4,0.000,0.009,0.000,39.248,0.00
1784047698,ingest,0.02,0.00,2.4,0.000,0.009,0.000,39.246,0.00
1784047703,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.245,0.00
1784047709,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.241,0.00
1784047714,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.242,0.00
1784047719,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.238,0.00
1784047724,ingest,0.01,66.54,9.1,0.000,0.009,0.000,39.233,0.00
1784047729,ingest,0.02,0.00,2.7,0.000,0.009,0.000,39.237,0.00
1784047734,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.235,0.00
1784047739,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.230,0.00
1784047744,ingest,0.01,0.00,1.0,0.000,0.009,0.000,39.229,0.00
1784047749,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.222,0.00
1784047755,ingest,0.01,30.07,5.1,0.000,0.009,0.000,39.223,0.00
1784047760,ingest,0.01,26.97,5.3,0.000,0.009,0.000,39.228,0.00
1784047765,ingest,0.01,0.00,1.4,0.000,0.009,0.000,39.226,0.00
1784047770,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.226,0.00
1784047775,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.229,0.00
1784047780,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.226,0.00
1784047785,ingest,0.01,0.00,1.0,0.000,0.009,0.000,39.232,0.00
1784047791,ingest,0.01,57.67,9.6,0.000,0.009,0.000,39.238,0.00
1784047796,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.244,0.00
1784047801,ingest,0.01,0.00,0.8,0.000,0.009,0.000,39.251,0.00
1784047806,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.250,0.00
1784047811,ingest,0.01,0.00,1.1,0.000,0.009,0.000,39.248,0.00
1784047816,ingest,0.01,43.24,6.4,0.000,0.009,0.000,39.249,0.00
1784047821,ingest,0.01,0.00,1.0,0.000,0.009,0.000,39.246,0.00
1784047826,ingest,0.01,0.00,1.3,0.000,0.009,0.000,39.243,0.00
1784047831,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.243,0.00
1784047837,ingest,0.01,0.00,1.2,0.000,0.009,0.000,39.246,0.00
1784047842,ingest,0.02,0.00,1.8,0.000,0.009,0.000,39.243,0.00
1784047847,ingest,0.02,50.07,8.6,0.000,0.009,0.000,39.237,0.00
1784047852,ingest,0.02,0.00,3.2,0.000,0.009,0.000,39.240,0.00
1784047857,ingest,0.01,0.00,1.5,0.000,0.009,0.000,39.246,0.00
1784047862,ingest,0.02,0.00,1.6,0.000,0.009,0.000,39.247,0.00
1784047867,ingest,0.02,0.00,1.7,0.000,0.009,0.000,39.247,0.00
1784047872,ingest,0.02,0.00,1.9,0.000,0.009,0.000,39.249,0.00
1784047878,ingest,0.02,74.06,10.8,0.000,0.009,0.000,39.247,0.00
1784047883,ingest,0.02,0.00,3.6,0.000,0.009,0.000,39.240,0.00
1784047888,ingest,0.02,0.00,2.4,0.000,0.009,0.000,39.240,0.00
1784047893,ingest,0.02,0.00,2.5,0.000,0.009,0.000,39.244,0.00
1784047898,ingest,0.02,0.00,2.3,0.000,0.009,0.000,39.239,0.00
